Time Remaining,Play Number,Down,Score Difference,Play Type,Distance to First,Distance to Touchdown,Outcome,Previous Play Outcome,Play Description,Best
3600,11,4,0,pass,1,0,16,2,"4th and 1 at GT 33	No Huddle Travis,Jordan pass complete short right to Daniel,Preston for 6 yards to the GT 27 (Watson,Kenyatta), 1ST DOWN.",pass
3600,12,1,0,rush middle,10,0,6,16,"1st and 10 at GT 27	Shotgun Benson,Trey rush middle for 6 yards gain to the GT 21 (Powell-Lee,Clayton; Brooks,LaMiles).",rush middle
3600,13,1,0,pass,9,0,6,6,"1st and 9 at GT 9	Shotgun Travis,Jordan pass complete short right to Pittman,Mycah for 6 yards to the GT 03 (Wallace,KJ; Brooks,LaMiles).",pass
3105,14,2,0,rush left,3,0,2,6,"2nd and 3 at GT 3	Pittman,Mycah rush left for 2 yards gain to the GT 01 (Brooks,LaMiles).",rush left
3068,15,3,0,rush middle,1,0,-4,2,"3rd and 1 at GT 1	No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards loss to the GT 05 fumbled by Toafili,Lawrance at GT 05 recovered by GT Thomas,Charlie at GT 05 Thomas,Charlie return 71 yards to the FSU24 (Toafili,Lawrance; Travis,Jordan).",rush left
2938,16,1,-3,pass,10,80,37,-4,"1st and 10 at FSU20	No Huddle-Shotgun Travis,Jordan pass complete deep left to Douglas,Ja'Khi for 27 yards to the FSU47 (Wallace,KJ), out of bounds, 1ST DOWN.",pass
2938,17,1,-3,pass,20,63,0,37,"1st and 20 at FSU37	No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Douglas,Ja'Khi.",pass
2938,18,2,-3,pass,20,63,0,0,"2nd and 20 at FSU37	Shotgun Travis,Jordan pass incomplete short left to Douglas,Markeston QB hurried by Thomas,Charlie.",pass
2938,19,1,-3,rush middle,10,0,3,0,"1st and 10 at GT 37	No Huddle-Shotgun Benson,Trey rush middle for 3 yards gain to the GT 34 (Kennard,Kyle).",rush middle
2938,20,2,-3,pass,7,0,18,3,"2nd and 7 at GT 34	No Huddle-Shotgun Travis,Jordan pass complete short right to McDonald,Camren for 8 yards to the GT 26 (Eley,Ayinde), out of bounds, 1ST DOWN.",pass
2938,21,1,-3,rush left,10,0,2,18,"1st and 10 at GT 26	No Huddle-Shotgun Benson,Trey rush left for 2 yards gain to the GT 24 (Wallace,KJ), out of bounds.",rush left
2938,22,2,-3,rush middle,8,0,2,2,"2nd and 8 at GT 24	Shotgun Toafili,Lawrance rush middle for 2 yards gain to the GT 22 (Allen,Derrik; Kennard,Kyle).",rush middle
2702,23,1,-3,rush left,7,0,67,2,"1st and 7 at GT 7	No Huddle-Shotgun Toafili,Lawrance rush left for 7 yards gain to the GT 00 TOUCHDOWN, clock 00:02.",rush left
2702,24,1,-3,kick attempt,10,0,0,67,"1st and 10 at GT 3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
3600,25,1,4,pass,10,90,5,0,"1st and 10 at FSU10	No Huddle-Shotgun Travis,Jordan pass complete short left to McClain,Malik for 5 yards to the FSU15 (Sims,Myles), out of bounds.",pass
3600,26,2,4,rush left,5,85,16,5,"2nd and 5 at FSU15	No Huddle-Shotgun McClain,Malik rush left for 6 yards gain to the FSU21 (Sims,Myles), 1ST DOWN. The previous play is under review. The ruling on the field stands.",rush left
3600,27,1,4,rush right,10,79,0,16,"1st and 10 at FSU21	No Huddle-Shotgun Benson,Trey rush right for 1 yard gain to the FSU22 (Biggers,Zeek).",rush right
3334,28,2,4,pass,9,78,148,0,"2nd and 9 at FSU22	No Huddle-Shotgun Travis,Jordan pass complete deep right to Wilson,Johnny for 78 yards to the GT 00 TOUCHDOWN, clock 10:34, 1ST DOWN.",pass
3334,29,1,4,kick attempt,10,0,0,148,"1st and 10 at GT 3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
3334,30,1,11,rush middle,10,63,4,0,"1st and 10 at FSU37	No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the FSU41 (Thomas,Charlie; Eley,Ayinde).",rush middle
3334,31,2,11,pass,6,59,0,4,"2nd and 6 at FSU41	No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Wilson,Johnny broken up by Collins,Noah.",pass
3334,32,3,11,rush right,6,59,18,0,"3rd and 6 at FSU41	Shotgun Toafili,Lawrance rush right for 8 yards gain to the FSU49 (Thomas,Charlie; Powell-Lee,Clayton), 1ST DOWN.",rush right
3334,33,1,11,pass,10,51,0,18,"1st and 10 at FSU49	Shotgun Travis,Jordan pass incomplete short middle to Spann,Deuce.",pass
3334,34,2,11,pass,15,56,24,0,"2nd and 15 at FSU44	Shotgun Travis,Jordan pass complete deep middle to Poitier,Kentron for 14 yards to the GT 42 (Brooks,LaMiles).",pass
3334,35,3,11,rush middle,1,0,16,24,"3rd and 1 at GT 42	Shotgun Benson,Trey rush middle for 6 yards gain to the GT 36 (Kennard,Kyle), 1ST DOWN.",rush middle
3334,36,1,11,rush middle,10,0,2,16,"1st and 10 at GT 36	Shotgun Toafili,Lawrance rush middle for 2 yards gain to the GT 34 fumbled by Toafili,Lawrance at GT 34 forced by Moore,Jason recovered by GT Collins,Noah at GT 34, End Of Play.",rush middle
3334,37,1,11,pass,15,71,10,2,"1st and 15 at FSU29	Shotgun Travis,Jordan pass complete short right to Benson,Trey for 10 yards to the FSU39, out of bounds at FSU39.",pass
3334,38,2,11,rush middle,5,61,21,10,"2nd and 5 at FSU39	No Huddle-Shotgun Benson,Trey rush middle for 11 yards gain to the FSU50 (Thomas,Charlie; Allen,Derrik), 1ST DOWN.",rush middle
3334,39,1,11,rush middle,10,50,3,21,"1st and 10 at FSU50	No Huddle-Shotgun Benson,Trey rush middle for 3 yards gain to the GT 47 (Yondjouen,Sylvain; Scott,Makius).",rush middle
2872,40,2,11,pass,22,62,132,3,"2nd and 22 at FSU38	No Huddle-Shotgun Travis,Jordan pass complete deep left to Toafili,Lawrance for 62 yards to the GT 00 TOUCHDOWN, clock 02:52, 1ST DOWN.",pass
2831,41,1,18,pass,10,0,4,132,"1st and 10 at GT 40	No Huddle-Shotgun Travis,Jordan pass complete short middle to Pittman,Mycah for 4 yards to the GT 36 (Brooks,LaMiles).",pass
2831,42,2,18,pass,6,0,0,4,"2nd and 6 at GT 36	No Huddle-Shotgun Travis,Jordan pass incomplete short right to Pittman,Mycah broken up by Wallace,KJ.",pass
2831,43,3,18,pass,6,0,20,0,"3rd and 6 at GT 36	No Huddle-Shotgun Travis,Jordan pass complete short middle to Douglas,Ja'Khi for 10 yards to the GT 26 (Wallace,KJ), 1ST DOWN.",pass
2831,44,1,18,pass,10,0,22,20,"1st and 10 at GT 26	No Huddle-Shotgun Travis,Jordan pass complete deep left to McDonald,Camren for 12 yards to the GT 14 (Powell-Lee,Clayton), out of bounds, 1ST DOWN.",pass
2831,45,1,18,pass,10,0,0,22,"1st and 10 at GT 14	No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Douglas,Ja'Khi broken up by Moore,Jason.",pass
2831,46,2,18,pass,5,0,-7,0,"2nd and 5 at GT 9	No Huddle-Shotgun Travis,Jordan sacked for loss of 7 yards to the GT 16 (Tatum,Trenilyas).",rush right
2831,47,3,18,pass,12,0,0,-7,"3rd and 12 at GT 16	No Huddle Travis,Jordan pass incomplete, Spike.",pass
2700,48,4,18,field goal attempt,12,0,5,0,"4th and 12 at GT 16	Fitzgerald,Ryan field goal attempt from 34 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock 00:00.",field goal attempt
1686,49,1,14,pass,10,91,0,5,"1st and 10 at FSU9	No Huddle-Shotgun Travis,Jordan pass complete short left to Toafili,Lawrance for 0 yards to the FSU09 (Kennard,Kyle).",pass
1686,50,2,14,rush middle,10,91,0,0,"2nd and 10 at FSU9	No Huddle-Shotgun Benson,Trey rush middle for 0 yards to the FSU09 (White,Keion).",rush middle
1686,51,3,14,pass,10,91,22,0,"3rd and 10 at FSU9	No Huddle-Shotgun Travis,Jordan pass complete deep right to Pittman,Mycah for 12 yards to the FSU21 (Wallace,KJ), 1ST DOWN.",pass
1686,52,1,14,pass,10,79,0,22,"1st and 10 at FSU21	No Huddle-Shotgun Travis,Jordan pass incomplete short right to Wilson,Johnny.",pass
1686,53,2,14,rush middle,10,79,27,0,"2nd and 10 at FSU21	Shotgun Toafili,Lawrance rush middle for 17 yards gain to the FSU38 (Thomas,Charlie; Watson,Kenyatta), 1ST DOWN.",rush middle
1686,54,1,14,rush middle,10,62,-2,27,"1st and 10 at FSU38	Shotgun Toafili,Lawrance rush middle for 2 yards loss to the FSU36 (Stone,Akelo).",rush right
1686,55,2,14,pass,12,64,0,-2,"2nd and 12 at FSU36	Shotgun Travis,Jordan pass incomplete short right to Pittman,Mycah.",pass
1686,56,3,14,pass,12,64,34,0,"3rd and 12 at FSU36	Shotgun Travis,Jordan pass complete deep left to Wilson,Johnny for 24 yards to the GT 40 (Watson,Kenyatta), 1ST DOWN.",pass
1686,57,1,14,rush middle,10,0,8,34,"1st and 10 at GT 40	Shotgun Toafili,Lawrance rush middle for 8 yards gain to the GT 32 (Eley,Ayinde).",rush middle
1686,58,2,14,pass,2,0,0,8,"2nd and 2 at GT 32	Shotgun Travis,Jordan pass incomplete short right to Wilson,Ontaria QB hurried by Eley,Ayinde.",pass
1686,59,3,14,rush middle,2,0,18,0,"3rd and 2 at GT 32	Shotgun Benson,Trey rush middle for 8 yards gain to the GT 24 (Powell-Lee,Clayton; Thomas,Charlie), 1ST DOWN.",rush middle
1400,60,1,14,pass,10,0,94,18,"1st and 10 at GT 24	Shotgun Travis,Jordan pass complete deep right to Douglas,Ja'Khi for 24 yards to the GT 00 TOUCHDOWN, clock 08:20, 1ST DOWN.",pass
1400,61,1,14,kick attempt,10,0,0,94,"1st and 10 at GT 3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
1400,62,1,21,rush middle,15,85,2,0,"1st and 15 at FSU15	No Huddle-Shotgun Benson,Trey rush middle for 2 yards gain to the FSU17 (Wallace,KJ; Eley,Ayinde).",rush middle
1400,63,2,21,pass,13,83,29,2,"2nd and 13 at FSU17	No Huddle-Shotgun Travis,Jordan pass complete deep middle to McDonald,Camren for 19 yards to the FSU36 (Wallace,KJ; Powell-Lee,Clayton), 1ST DOWN.",pass
1400,64,1,21,rush left,10,64,37,29,"1st and 10 at FSU36	No Huddle-Shotgun Benson,Trey rush left for 27 yards gain to the GT 37 (Watson,Kenyatta; Powell-Lee,Clayton), out of bounds, 1ST DOWN.",rush left
1400,65,1,21,rush left,10,0,2,37,"1st and 10 at GT 37	No Huddle-Shotgun Benson,Trey rush left for 2 yards gain to the GT 35 (Powell-Lee,Clayton), out of bounds.",rush left
1400,66,2,21,pass,18,0,2,2,"2nd and 18 at GT 45	No Huddle-Shotgun Travis,Jordan pass complete short middle to Douglas,Ja'Khi for 2 yards to the GT 43 (Kennard,Kyle).",pass
1400,67,3,21,pass,16,0,34,2,"3rd and 16 at GT 43	No Huddle-Shotgun Travis,Jordan pass complete deep right to Wilson,Ontaria for 24 yards to the GT 19 (Sims,Myles), 1ST DOWN.",pass
1400,68,1,21,rush middle,10,0,6,34,"1st and 10 at GT 19	No Huddle-Shotgun Toafili,Lawrance rush middle for 6 yards gain to the GT 13 (Powell-Lee,Clayton).",rush middle
1400,69,2,21,pass,4,0,3,6,"2nd and 4 at GT 13	No Huddle-Shotgun Travis,Jordan pass complete short right to Toafili,Lawrance for 3 yards to the GT 10 (Biggers,Zeek).",pass
1800,70,3,21,rush middle,1,0,12,3,"3rd and 1 at GT 10	No Huddle-Shotgun Benson,Trey rush middle for 2 yards gain to the GT 08 (Thomas,Charlie), 1ST DOWN.",rush middle
1800,71,1,21,rush middle,8,0,2,12,"1st and 8 at GT 8	Shotgun Benson,Trey rush middle for 2 yards gain to the GT 06 (White,Keion; Eley,Ayinde).",rush middle
1800,72,2,21,pass,6,0,0,2,"2nd and 6 at GT 6	Shotgun Travis,Jordan pass incomplete short middle to Wilson,Johnny.",pass
1800,73,3,21,pass,6,0,0,0,"3rd and 6 at GT 6	Shotgun Travis,Jordan pass incomplete short middle to Wilson,Johnny.",pass
1711,74,4,21,field goal attempt,6,0,5,0,"4th and 6 at GT 6	Fitzgerald,Ryan field goal attempt from 24 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock 13:31.",field goal attempt
1394,75,1,24,rush middle,10,97,0,5,"1st and 10 at FSU3	No Huddle-Shotgun Toafili,Lawrance rush middle for 0 yards to the FSU03 (Eley,Ayinde).",rush middle
1394,76,2,24,pass,10,97,28,0,"2nd and 10 at FSU3	No Huddle-Shotgun Travis,Jordan pass complete deep middle to Poitier,Kentron for 18 yards to the FSU21 (Watson,Kenyatta; Allen,Derrik), 1ST DOWN.",pass
1394,77,1,24,rush left,10,79,30,28,"1st and 10 at FSU21	No Huddle-Shotgun Toafili,Lawrance rush left for 20 yards gain to the FSU41 (Powell-Lee,Clayton; Sims,Myles), out of bounds, 1ST DOWN.",rush left
1394,78,1,24,rush right,10,59,28,30,"1st and 10 at FSU41	Shotgun Hill,Rodney rush right for 18 yards gain to the GT 41 (Powell-Lee,Clayton), 1ST DOWN.",rush right
1394,79,1,24,rush middle,10,0,0,28,"1st and 10 at GT 41	Shotgun Hill,Rodney rush middle for 1 yard gain to the GT 40 (Thomas,Charlie).",rush middle
1394,80,2,24,rush middle,14,0,21,0,"2nd and 14 at GT 45	Shotgun Campbell,CJ rush middle for 11 yards gain to the GT 34 (Wallace,KJ).",rush middle
1394,81,3,24,rush left,3,0,15,21,"3rd and 3 at GT 34	Shotgun Campbell,CJ rush left for 5 yards gain to the GT 29 (Biggers,Zeek), 1ST DOWN.",rush left
1394,82,1,24,rush right,10,0,21,15,"1st and 10 at GT 29	Shotgun Hill,Rodney rush right for 11 yards gain to the GT 18 (Eley,Ayinde; Gee,Khari), 1ST DOWN.",rush right
1394,83,1,24,rush middle,10,0,4,21,"1st and 10 at GT 18	Shotgun Hill,Rodney rush middle for 4 yards gain to the GT 14 (Thomas,Charlie).",rush middle
1050,84,2,24,rush middle,6,0,18,4,"2nd and 6 at GT 14	Shotgun Hill,Rodney rush middle for 8 yards gain to the GT 06 (Eley,Ayinde; Allen,Derrik), 1ST DOWN.",rush middle
1050,85,1,24,rush middle,6,0,0,18,"1st and 6 at GT 6	Shotgun Hill,Rodney rush middle for 1 yard loss to the GT 07 (Moore,Jason; Thomas,Charlie).",rush middle
969,86,2,24,rush middle,7,0,67,0,"2nd and 7 at GT 7	Shotgun Campbell,CJ rush middle for 7 yards gain to the GT 00 TOUCHDOWN, clock 01:09.",rush middle
3600,1,1,0,rush middle,10,75,5,67,"1st and 10 at FSU25 No Huddle-Shotgun Ward,Treshaun rush middle for 5 yards gain to the FS30 (Vann,Davin).",rush middle
3600,2,2,0,rush middle,5,70,0,5,"2nd and 5 at FSU30 No Huddle-Shotgun Ward,Treshaun rush middle for 0 yards to the FS30 (Durden,Cory).",rush middle
3600,3,3,0,rush middle,5,70,15,0,"3rd and 5 at FSU30 No Huddle-Shotgun Ward,Treshaun rush middle for 5 yards gain to the FS35 (Wilson,Payton), 1ST DOWN.",rush middle
3600,4,1,0,pass,10,65,0,15,"1st and 10 at FSU35 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Wilson,Ontaria broken up by Thomas,Drake.",pass
3600,5,2,0,pass,10,65,4,0,"2nd and 10 at FSU35 No Huddle-Shotgun Travis,Jordan pass complete short right to Benson,Trey for 4 yards to the FS39",pass
3600,6,3,0,rush right,6,61,32,4,"3rd and 6 at FSU39 No Huddle-Shotgun Travis,Jordan rush right for 22 yards gain to the NCSU39 (Ingle,Tanner), out of bounds, 1ST",rush right
3600,7,1,0,rush middle,10,39,2,32,"1st and 10 at NCS39 No Huddle-Shotgun Travis,Jordan rush middle for 2 yards gain to the NCSU37 (Price,Travali; Wilson,Payton).",rush middle
3600,8,2,0,rush middle,8,37,-4,2,"2nd and 8 at NCS37 No Huddle-Shotgun Benson,Trey rush middle for 4 yards loss to the NCSU41 (Moore,Isaiah).",rush middle
3600,9,3,0,pass,12,41,4,-4,"3rd and 12 at NCS41 No Huddle-Shotgun Travis,Jordan pass complete short left to Poitier,Kentron for 4 yards to the NCSU37",pass
3600,10,3,0,pass,12,41,0,4,"3rd and 12 at NCS41 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Wilson,Johnny QB hurried by Durden,Cory.",pass
3600,11,4,0,punt,12,41,0,0,"4th and 12 at NCS41 Mastromanno,Alex punt 41 yards to the NCSU00, Touchback.",punt
3600,12,1,0,rush right,10,64,2,0,"1st and 10 at FSU36 No Huddle-Shotgun Benson,Trey rush right for 2 yards gain to the FS38 (Wilson,Payton).",rush right
3600,13,2,0,rush middle,8,62,-2,2,"2nd and 8 at FSU38 No Huddle-Shotgun Benson,Trey rush middle for 2 yards loss to the FS36 (Thomas,Drake; Moore,Isaiah).",pass
3600,14,3,0,pass,10,64,-10,-2,"3rd and 10 at FSU36 No Huddle-Shotgun Travis,Jordan sacked for loss of 10 yards to the FS26 (Vann,Davin).",rush right
3600,15,4,0,punt,20,74,0,-10,"4th and 20 at FSU26 Mastromanno,Alex punt 40 yards to the NCSU34 Thomas,Thayer return 8 yards to the NCSU42 (DeLoach,Kalen).",punt
2886,16,1,-3,rush middle,10,82,0,0,"1st and 10 at FSU18 No Huddle-Shotgun Travis,Jordan rush middle for 1 yard gain to the FS19 (Thomas,Drake).",rush middle
2886,17,2,-3,pass,9,81,24,0,"2nd and 9 at FSU19 No Huddle-Shotgun Travis,Jordan pass complete deep left to Pittman,Mycah for 14 yards to the FS33 QB hurried",pass
2886,18,1,-3,pass,10,67,0,24,"1st and 10 at FSU33 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Wilson,Johnny QB hurried by Ingle,Tanner.",pass
2886,19,2,-3,pass,10,67,47,0,"2nd and 10 at FSU33 No Huddle-Shotgun Travis,Jordan pass complete deep right to Wilson,Ontaria for 37 yards to the NCSU30",pass
2886,20,1,-3,rush right,10,30,2,47,"1st and 10 at NCS30 No Huddle-Shotgun Ward,Treshaun rush right for 2 yards gain to the NCSU28 (Moore,Isaiah).",rush right
2886,21,2,-3,pass,8,28,0,2,"2nd and 8 at NCS28 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Pittman,Mycah QB hurried by Moore,Isaiah",pass
2886,22,2,-3,rush middle,3,23,0,0,"2nd and 3 at NCS23 No Huddle-Shotgun Toafili,Lawrance rush middle for 0 yards to the NCSU23 (Clark,C.J.; Wilson,Payton).",rush middle
2886,23,3,-3,pass,3,23,0,0,"3rd and 3 at NCS23 No Huddle-Shotgun Travis,Jordan pass incomplete short left to McClain,Malik QB hurried by Ingle,Tanner.",pass
2700,24,4,-3,pass,3,23,0,0,"4th and 3 at NCS23 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Wilson,Johnny broken up by White,Aydan.",pass
2700,25,1,-3,rush left,10,85,81,0,"1st and 10 at FSU15 No Huddle-Shotgun Travis,Jordan rush left for 71 yards gain to the NCSU14 (Harris,Jakeen), out of bounds, 1ST",rush left
2700,26,1,-3,pass,10,14,24,81,"1st and 10 at NCS14 No Huddle-Shotgun Travis,Jordan pass complete deep left to Pittman,Mycah for 14 yards to the NCSU00",pass
2489,27,1,-3,kick attempt,10,3,0,24,"1st and 10 at NCS3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
2489,28,1,4,pass,10,73,8,0,"1st and 10 at FSU27 No Huddle-Shotgun Travis,Jordan pass complete short left to Pittman,Mycah for 8 yards to the FS35",pass
2489,29,2,4,rush left,2,65,49,8,"2nd and 2 at FSU35 No Huddle-Shotgun Ward,Treshaun rush left for 39 yards gain to the NCSU26 (Battle,Shyheim; Wilson,Payton),",rush left
2489,30,1,4,rush middle,10,26,5,49,"1st and 10 at NCS26 No Huddle-Shotgun Toafili,Lawrance rush middle for 5 yards gain to the NCSU21 (Thomas,Drake;",rush middle
2489,31,2,4,pass,5,21,0,5,"2nd and 5 at NCS21 No Huddle-Shotgun Travis,Jordan pass complete short right to McDonald,Camren for 1 yard to the NCSU20",pass
2489,32,2,4,pass,20,36,0,0,"2nd and 20 at NCS36 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Wilson,Ontaria QB hurried by Thomas,Drake.",pass
2489,33,3,4,pass,20,36,0,0,"3rd and 20 at NCS36 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Wilson,Ontaria.",pass
2489,34,4,4,punt,20,36,0,0,"4th and 20 at NCS36 Mastromanno,Alex punt 28 yards to the NCSU08.",punt
1800,35,1,4,pass,10,72,2,0,"1st and 10 at FSU28 No Huddle-Shotgun Travis,Jordan pass complete short right to Benson,Trey for 2 yards to the FS30",pass
1800,36,2,4,pass,8,70,4,2,"2nd and 8 at FSU30 No Huddle-Shotgun Travis,Jordan pass complete short left to Wilson,Ontaria for 4 yards to the FS34",pass
1800,37,3,4,rush left,4,66,36,4,"3rd and 4 at FSU34 No Huddle-Shotgun Benson,Trey rush left for 26 yards gain to the NCSU40 (Thomas,Drake), 1ST DOWN.",rush left
1800,38,1,4,pass,10,40,-2,36,"1st and 10 at NCS40 No Huddle-Shotgun Travis,Jordan pass complete short right to Pittman,Mycah for 2 yards loss to the NCSU42",pass
1800,39,2,4,rush middle,12,42,0,-2,"2nd and 12 at NCS42 No Huddle-Shotgun Toafili,Lawrance rush middle for 1 yard gain to the NCSU41 (Moore,Isaiah).",rush middle
967,40,3,4,pass,11,41,39,0,"3rd and 11 at NCS41 No Huddle-Shotgun Travis,Jordan pass complete deep right to Wilson,Johnny for 29 yards to the NCSU12",pass
948,41,1,4,rush middle,10,12,82,39,"1st and 10 at NCS12 No Huddle-Shotgun Toafili,Lawrance rush middle for 12 yards gain to the NCSU00 TOUCHDOWN, clock 00:48,",rush middle
948,42,1,4,kick attempt,10,3,0,82,"1st and 10 at NCS3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
923,43,1,11,pass,10,36,7,0,"1st and 10 at NCS36 No Huddle-Shotgun Travis,Jordan pass complete short left to Toafili,Lawrance for 7 yards to the NCSU29",pass
903,44,2,11,field goal attempt,3,29,5,7,"2nd and 3 at NCS29 Fitzgerald,Ryan field goal attempt from 47 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
1489,45,1,7,rush left,10,75,-4,5,"1st and 10 at FSU25 No Huddle-Shotgun Toafili,Lawrance rush left for 4 yards loss to the FS21 (Vann,Davin; Thomas,Drake).",pass
1489,46,2,7,pass,14,79,7,-4,"2nd and 14 at FSU21 No Huddle-Shotgun Travis,Jordan pass complete short right to Wilson,Ontaria for 7 yards to the FS28",pass
1489,47,3,7,pass,7,72,0,7,"3rd and 7 at FSU28 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Wilson,Johnny.",pass
1489,48,4,7,punt,7,72,0,0,"4th and 7 at FSU28 Mastromanno,Alex punt 36 yards to the NCSU36 Thomas,Thayer return 7 yards to the NCSU43 (Green,Renardo;",punt
1489,49,1,7,rush left,10,85,24,0,"1st and 10 at FSU15 No Huddle-Shotgun Travis,Jordan rush left for 14 yards gain to the FS29 (Pitts,Derrek), out of bounds, 1ST",rush left
1489,50,1,7,rush middle,10,71,3,24,"1st and 10 at FSU29 No Huddle-Shotgun Benson,Trey rush middle for 3 yards gain to the FS32 (Wilson,Payton; Pitts,Derrek).",rush middle
1489,51,2,7,pass,7,68,0,3,"2nd and 7 at FSU32 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Pittman,Mycah QB hurried by Boykin,Devan.",pass
1489,52,3,7,pass,7,68,0,0,"3rd and 7 at FSU32 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Wilson,Johnny.",pass
1489,53,4,7,punt,7,68,0,0,"4th and 7 at FSU32 Mastromanno,Alex punt 43 yards to the NCSU25, out of bounds at NCSU25.",punt
957,54,1,4,pass,10,75,9,0,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass complete short left to Wilson,Ontaria for 9 yards to the FS34",pass
957,55,2,4,rush middle,1,66,0,9,"2nd and 1 at FSU34 No Huddle-Shotgun Toafili,Lawrance rush middle for 1 yard loss to the FS33 (Ingle,Tanner; Wilson,Payton)",rush middle
957,56,3,4,pass,17,82,0,0,"3rd and 17 at FSU18 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Pittman,Mycah broken up by Fagan,Cyrus.",pass
727,57,1,1,rush middle,10,75,0,0,"1st and 10 at FSU25 No Huddle-Shotgun Benson,Trey rush middle for 0 yards to the FS25 (Moore,Isaiah; Thomas,Drake).",rush middle
727,58,2,1,pass,10,75,0,0,"2nd and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Wilson,Johnny QB hurried by Fagan,Cyrus.",pass
727,59,3,1,pass,10,75,0,0,"3rd and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Douglas,Markeston broken up by",pass
727,60,4,1,punt,15,80,0,0,"4th and 15 at FSU20 Mastromanno,Alex punt 38 yards to the NCSU42 fair catch by Thomas,Thayer at NCSU42.",punt
393,61,1,-2,pass,10,65,5,0,"1st and 10 at FSU35 No Huddle-Shotgun Travis,Jordan pass intercepted by Battle,Shyheim at FS45 Battle,Shyheim return 5 yards to",pass
393,62,1,-2,rush left,10,92,0,5,"1st and 10 at FSU8 No Huddle-Shotgun Toafili,Lawrance rush left for 1 yard gain to the FS09 (Thomas,Drake; Moore,Isaiah).",rush left
393,63,2,-2,pass,9,91,10,0,"2nd and 9 at FSU9 No Huddle-Shotgun Travis,Jordan pass complete short middle to Toafili,Lawrance for 10 yards to the FS19",pass
393,64,1,-2,rush middle,10,81,8,10,"1st and 10 at FSU19 No Huddle-Shotgun Travis,Jordan rush middle for 8 yards gain to the FS27 (Ingle,Tanner).",rush middle
393,65,2,-2,pass,12,83,41,8,"2nd and 12 at FSU17 No Huddle-Shotgun Travis,Jordan pass complete deep right to Wilson,Johnny for 31 yards to the FS48, End Of",pass
393,66,1,-2,rush middle,10,37,2,41,"1st and 10 at NCS37 No Huddle-Shotgun Toafili,Lawrance rush middle for 2 yards gain to the NCSU35 (Thomas,Drake).",rush middle
393,67,2,-2,pass,8,35,7,2,"2nd and 8 at NCS35 No Huddle-Shotgun Travis,Jordan pass complete short right to Toafili,Lawrance for 7 yards to the NCSU28",pass
393,68,3,-2,rush middle,1,28,14,7,"3rd and 1 at NCS28 No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the NCSU24 (Thomas,Drake), 1ST DOWN.",rush middle
51,69,1,-2,rush middle,10,24,2,14,"1st and 10 at NCS24 No Huddle-Shotgun Toafili,Lawrance rush middle for 2 yards gain to the NCSU22 (Ingle,Tanner; Boykin,Devan).",rush middle
284,70,2,-2,pass,8,22,0,2,"2nd and 8 at NCS22 No Huddle-Shotgun Travis,Jordan pass intercepted by Boykin,Devan at NCSU00, Touchback.",pass
3600,1,1,0,rush left,10,75,2,0,"1st and 10 at FSU25	No Huddle-Shotgun Benson,Trey rush left for 2 yards gain to the FSU27 (Umanmielen,Princely; Powell-Ryland Jr.,Antwaun).",rush left
3600,2,2,0,rush left,8,73,-2,2,"2nd and 8 at FSU27	No Huddle-Shotgun Travis,Jordan rush left for 2 yards loss to the FSU25 (Burney,Amari).",rush right
